audio_file	sentence
caf_07245_01453774742	Macaco marxa de gira aquest estiu
caf_02452_00565918037	Sergi López és un actor amb grans aptituds
caf_09598_00721089211	La xarxa de carreteres està controlada per Infraestructures Viàries de Catalunya
caf_05147_00285116533	Els porcs senglars baixen al poble d'Olivella per buscar menjar
caf_01591_00120976454	Mónica Naranjo té una veu molt potent
caf_04247_00411963268	A la botiga Camper segur que hi trobaràs les sandàlies d'estiu que busques
caf_02452_00200879556	Manny Pack es dedica a la boxa i a la política
caf_03944_00547250137	A Buenos Aires s'hi ballen tangos però a Colòmbia no
caf_06042_00979686459	Per anar a Veneçuela des d'Europa Iberia té les millors ofertes
caf_09796_00208333375	Vaig trobar un televisor Sanyo molt barat
caf_06942_00111132669	Diuen que John Garcia li ha posat les banyes a la Beyoncé
caf_09598_00783356285	D'Artesa de Segre són els mítics croissants de mida gegant
caf_04247_00308203835	Li-Xing és una marca xinesa de roba esportiva
caf_02452_01091637304	Kim Jong té un servei propagandístic molt desenvolupat
caf_05450_01522565910	L'asseguradora Tria Assegurances la trobareu a Sant Cugat
caf_03944_02084684017	El militant del PSC Albert Soler Sicília ha tingut càrrecs estatals en l'àmbit esportiu
caf_03655_00733639632	Missouri és el nom d'un estat dels Estats Units i també del riu que hi passa
caf_09901_01514596661	Pau Gasol va anar a la NBA i es va inflar
caf_06042_00443442983	Sempre comprem els productes a Vacarisses
caf_06042_00774184072	El 2009 vaig viatjar a Finlàndia
caf_06311_00691181893	Antoni Dalmases escriptor sabadellenc ha publicat llibres per a infants i joves
caf_09204_00651457880	No sabia que Halle Berry fos diabètica
caf_05739_00427101238	La Jonquera està ple de francesos que compren alcohol
caf_01591_01533463371	Me'n faig creus de la gent que va a la platja a Cubelles al costat de la central tèrmica
caf_03944_01046088349	Carlos Viver exjugador d’handbol és un altre dels grans jugadors sortits del viver de Granollers
caf_06942_01627542198	No conec Jimmy Lin és famós
caf_01591_02136334949	Quan un restaurant m'ofereix Pepsi canvio de beguda
caf_05147_01817086429	M'encantaria anar a les Maldives de vacances
caf_06042_02066250769	T'ho he dit setanta vegades
caf_05739_01242354323	Les samarretes d'Iberdigest són blanques i de qualitat
caf_06942_00147958773	Ningú mai no ha pogut imitar John Travolta a Grease
caf_03944_01520256163	El sistema de recollida de dades conté nou mil línies de codi
caf_06942_01226937378	Crec que Nil Navarro és el més guapo del grup Zoo
caf_09598_01972201393	Mostra'm una ruta des d'aquí al Liceu
caf_09901_00811062002	La gent de Systems fan programari de comptabilitat en diuen un ERP
caf_09598_02089873319	Tot i ser molt guapo Marc Clotet no és gaire bon actor
caf_06042_01385011702	Saps si Bristol és a Anglaterra o als Estats Units
caf_07245_01720558459	Sabeu per on para Paüls
caf_05739_00642247237	Si les idees tinguessin propietari Mapfre seria rica
caf_06042_01179353678	La revista Avenç surt cada mes
caf_04247_01332724555	José Antonio Garriga Vela pertany a l'Orde de Finnegans veneradors de l'Ulisses de James Joyce
caf_07803_01897030163	A Balenyà sempre s'espatlla el tren
caf_03655_00585473361	David Márquez és un dels grans en el món del còmic
caf_06311_01952024078	Quins horaris té el Viena de la cantonada
caf_07803_01489614504	A la Garrotxa trobem el volcà de Santa Margarida amb la seva ermita al bell mig del cràter
caf_05147_01849495228	Ser el trentè de quatre-cents concursants no està gens malament
caf_07803_01415151983	El pare de Sergio Busquets va ser porter del Barça
caf_06311_01194683491	No estic segur si Daiac és una empresa coreana o japonesa
caf_09598_01479051920	Música cervesa i futbol això és Liverpool
caf_09598_00911922414	Són les tres i set minuts ja fa dos minuts que el tren hauria d'estar aquí
caf_06042_01312530994	Hi ha una empresa química que es diu Evonik Degussa Ibèrica
caf_03944_00019989044	A l'aeroport París Charles de Gaulle hi fa molta calor
caf_05450_01163601571	Els barcelonins rics estiuegen a l'Alt Empordà
caf_04247_01992226046	Vam esquiar a Lles de Cerdanya amb la família d'uns amics
caf_07245_00537711415	El bombó porto-riqueny Ricky Martin llançarà un nou disc a l'agost
caf_04247_00000449575	Quins van ser els resultats electorals d'Artur Mas el 2015
caf_06311_01211152051	El pilot de cotxes de carreres Jordi Gené va ser comentarista de competicions de Fórmula 1 a TV3
caf_05450_01364624662	Qui té la propietat d'Aigües Font Vella i Lanjarón
caf_08001_00299005233	El Periódico de Catalunya té una edició en català i una en castellà
caf_05450_01785332898	Durant molt de temps vaig llegir el diari Avui
caf_02452_01234348057	Tothom coneix Orlando Bloom pel seu paper de Legolas
caf_05450_02085072066	M'agrada resoldre les torres de Hanoi per relaxar-me
caf_05450_00363613641	Es veu que hi ha una empresa que es diu AS-24 Espanyola
caf_05147_00555015628	El diumenge s'esperen forts xàfecs pels voltants de Riudarenes
caf_02452_00028813322	El Big Bang és el model cosmològic de l'univers que considera que aquest s'ha expandit
caf_03944_00866815169	Es pot patinar sobre el llac de Michigan
caf_03655_01314995687	He arribat quan faltaven cinc minuts per dos quarts de quatre
caf_04247_01248599254	Juan Diego Botto és un actor hispanoargentí
caf_02452_01923022428	Lluís Soler podria tenir la barba més espessa de tot Catalunya
caf_02452_00910603348	Penélope Cruz és la parella de Javier Bardem
caf_05450_01674786707	No m'agrada ser el tretzè de la llista
caf_08106_00657234648	L’Iraq ha estat dividit en dues meitats per les faccions rebels
caf_02452_00119836576	Rupert Grint feia el paper més divertit de la saga de Harry Potter
caf_06942_00509836248	He vist Antonio Banderas en una pel·lícula conduint a tota màquina cotxes trucats
caf_05147_00854412488	En el nostre país el feminisme deu molt a Carmen Alcalde
caf_05147_02115609115	Vam anar a IKEA a comprar un parell de tauletes de nit i vam acabar enduent-nos també un armari
caf_05739_00724586457	La seva escuderia únicament equipava els vehicles amb pneumàtics de la marca Prielli
caf_07803_01741465053	Va acompanyar sa mare a un concert d'Alejandro Sanz
caf_08106_00259990362	Hi ha països on la gent menja a dos quarts de set
caf_05739_00170548445	Els terratrèmols han torçat els edificis al voltant de la plaça del Zócalo de Mèxic
caf_05450_00813762819	Figueres està plena de turistes que visiten el Museu Dalí
caf_06042_00291011369	Durant el febrer convé abrigar-se
caf_09598_01818409336	El Geperut de Notre-Dame és una novel·la de Victor Hugo de la qual s'han fet diverses adaptacions
caf_03655_01114394955	El tren bala travessava la prefectura de Gifu
caf_05450_02078628492	Dani Pedrosa no sap fer anuncis
caf_09204_00361818928	Freddie Mercury és una llegenda de la música
caf_05450_02076954198	Hi ha retencions a la Nacional 340 a l'alçada de Santa Coloma de Cervelló
caf_07803_01194751934	L'aeroport de Munic és molt còmode i eficient
caf_04247_01959972370	El Plusfresc és de la cadena Supermercats Pujol
caf_06942_00396975278	Megan Fox és aquella noia atractiva que surt a Transformers
caf_05450_01701563037	Els nous pantalons de Nike són prou bons per córrer
caf_07803_00882071126	Guillem de Berguedà és el trobador català de qui s'han trobat més textos
caf_06311_01873703448	Les campanes sonen fins a les dotze de la nit
caf_06942_02083846792	Sting actuarà divendres a la nit en aquell estadi
caf_08001_00884638085	Els professionals d'Arconvert la van ajudar molt
caf_05739_01937821967	Els dibuixos de Walt Disney mai no passen de moda
caf_09901_00994422846	Va venir el repartidor de Mediaset però no va poder entregar el paquet
caf_04247_00105058233	L’última Copa del Rei que ha guanyat l'Espanyol va ser el 2006
caf_01591_01420245432	El ministeri de l'Estat espanyol ha acceptat la petició d'Indústries i Promocions Alimentàries
caf_03944_00765597169	L'enginyer de Fluidra em va resoldre tots els problemes de les màquines hidràuliques de la fábrica
caf_08106_01684119619	Sempre m'han fascinat les tres xemeneies de Sant Adrià de Besòs
caf_03944_02017669413	El compositor i pianista Isaac Albéniz va viure part de la seva vida a Tiana
caf_02452_00195045936	Les Spice Girls van moure milions de noies adolescents
caf_05147_01897485862	Vaig rebre un correu electrònic amb data del 2028
caf_07803_01043472137	L'únic lloc on pots comprar un rentavaixelles és Catà Electrodomèstics
caf_06008_00653444440	Va ser el primer a acabar aquella tasca tan feixuga
caf_07803_02132755608	El Pont de Suert està situat al Prepirineu
caf_03944_00163045784	Ferran Adrià acaba d'obrir el seu primer restaurant a Brasil
caf_08001_01480615308	El servei de missatgeria DHL Express és famós per la puntualitat
caf_05739_01939729316	Andreu Buenafuente és un humorista conegut pels seus programes nocturns
caf_05147_01729249075	Entre altres coses Sitges és coneguda pel seu carnaval
caf_05147_00835138518	A l'estiu a Sant Jaume dels Domenys hi fa una calor insuportable
caf_02452_00277852102	John Groban és un cantautor californià
caf_01591_00577241651	La península del Yucatán està plena de restes arqueològics
caf_07245_00172105677	Ashley Olsen és la germana bessona de Mary-Kate Olsen
caf_03655_00469545108	El Parc Nacional del Gran Canyó és perfecte per als amants de la fotografia
caf_04247_00065431186	Nani Roma és gros alt fort i té la veu greu
caf_09598_00977027878	Sabíeu que Mirindina és un nom inventat que no vol dir res
caf_08001_01933910453	Vic és la ciutat dels sants de la novel·la de Miquel Llor
caf_05450_00063370607	A Santa Margarida i els Monjos hi ha una càmera del temps de TV3
caf_09901_01290086456	La meva àvia sempre feia crema catalana per Sant Josep
caf_04247_00717480934	Miquel Barceló García va ser professor meu a la universitat
caf_06008_00719351065	Els militars protegeixen Seül amb sistemes automàtics
caf_02452_00538439122	Kimi Raikkonen és finès
caf_03944_01771027288	A Brussel·les s'hi poden menjar uns musclos boníssims
caf_09204_02142748368	Clint Eastwood és el millor cowboy de les pel·lícules de l'Oest
caf_03655_01180938400	Em fa gràcia el bat de bèisbol de Felip Puig al Polònia
caf_06311_01372894284	És un telèfon d'interès públic fàcil de recordar has de marcar el signe més seguit de noranta-tres quatre i sis zeros
caf_05450_01184768284	El municipi de Porqueres és al Pla de l'Estany
caf_06008_00709457378	El desè de la llista mai surt a la pissarra
caf_05147_00845966399	En van publicar un article a La Vanguardia però no sé si és gaire fiable
caf_07245_01099864675	Els calçotets de Calvin Klein són molt cars
caf_09796_01796758435	Quan era petit vaig visitar el parc d'animals d'Albinyana
caf_03944_00174759135	A Arenys de Mar poden estar orgullosos de la biografia de Fèlix Cucurull
caf_03655_00129287978	A l'estiu tota cuca viu
caf_05450_00922538994	La terminal de contenidors de Barcelona està poc finançada
caf_05739_01368716840	Va ser un eminent geògraf català del segle divuit plenament integrat a l'Espanya guanyadora dels Borbons
caf_07803_01445902431	Quan tenia 15 anys vam anar a esquiar a Port del Comte
caf_05739_01766481797	No sé si Malgrat de Mar és al Maresme o la Selva
caf_03655_00591652133	Quaderns Crema edita llibres en català
caf_09796_00233811047	Els Jocs Olímpics del 2016 se celebraran a Cambodja
caf_06942_00211637507	La meva mare diu que Robert Redford és l'únic ros que li sembla atractiu
caf_09598_00385489378	Pujarem en tren a Puigcerdà i després farem una excursió al voltant de la ciutat
caf_09796_00552656884	La gran majoria de sèries de TV3 tenen la firma de Josep Maria Benet i Jornet
caf_06042_00925403104	A Palamós ja no s'hi pesquen gaires gambes
caf_01591_01941504548	Les cales més boniques del sud de Catalunya es troben a l'Ametlla de Mar
caf_06008_00169129739	En Pau Gasol és de Sant Boi de Llobregat
caf_05147_01266387621	El Barça llueix orgullós publicitat de la dictadura de Qatar a la seva samarreta
caf_06042_00691451535	A la Festa Major d'Alpicat hi va molta gent
caf_01591_01388694375	Letònia és un país petit i molt fred
caf_05739_00173521118	Les olives arbequines deuen venir d'Arbeca
caf_08001_01936001574	Has vist el temps que fa a Alaska
caf_09796_01053602120	La franja de Gaza ha estat en guerra durant molts anys
caf_07245_01819169060	La ciutadana britànica Elizabeth II ha tingut la sort d'heretar un país
caf_03944_01200207567	No he estat capaç d'esbrinar qui són ni què fan a Merkal
caf_06942_00846488983	No sé per quina raó és tan coneguda Anna Silva
caf_01591_01531188250	Les Borges Blanques és terra de pagesos
caf_09598_01152700627	Et recomano que et compris un dels mòbils de Motorola
caf_09796_01911417428	Per Camarles hi havia un poblat ibèric
caf_08106_01266984320	Guess és una marca de roba però mai he entrat a les seves botigues
caf_09796_01128676205	Els pròxims Jocs Olímpics se celebraran aquest estiu a Rio de Janeiro
caf_08106_00297330115	Vam celebrar el cap d'any amb un brut de Castellblanch
caf_07245_01728217637	Montserrat Caballé té una veu prodigiosa
caf_06008_00867544406	La Vall de Boí té un patrimoni d'arquitectura romànica impressionant
caf_08001_00730964212	La salsa de xili deu ser de Xile
caf_02452_00447537424	Steven Spielberg es pot considerar un dels millors directors de cinema
caf_04247_01125621913	A La Fageda fan productes bio i dietètics
caf_06942_01327697418	Sempre m'ha agradat el to folklòric dels Corrs
caf_06008_01616099563	La cantant Edurne es va fer famosa gràcies a un concurs televisiu
caf_03655_01150470251	La recerca la lidera l’empresa farmacèutica Bayer
caf_01591_00898684331	Juan Carlos Navarro és base i capità de l'equip de bàsquet del Futbol Club Barcelona
caf_09901_01704136290	Els de Pirelli 2007 li treuen ferro a la contaminació
caf_06008_02127252873	Li va regalar un llibre de Félix de Azúa
caf_08106_00470099599	Jordi Sánchez interpretava un paper molt divertit a Plats Bruts
caf_02452_01913657543	Lluís Soler és el més gran dels tres germans catalans
caf_09204_01042861481	Ningú no pot cantar com Frank Sinatra i moure els sentiments de tanta gent
caf_04247_01808939223	Per culpa d'una tempesta de neu em vaig quedar bloquejat a l'aeroport internacional d’Estocolm
caf_03944_00775883336	La població mundial arribarà aviat als vuit miliards
caf_06942_00660771043	Martina Hingis és una popular jugadora de tennis ja retirada
caf_01591_00636843174	Els que van néixer el 1997 faran vint anys l'any que ve
caf_06008_01254769040	El 2029 no passarà res
caf_05739_01125032999	José Zaragoza té un parlar molt agressiu
caf_04247_01831279984	Ha comprat roba interior sexi a Intimissimi
caf_04247_00345803279	Que bo que és el fuet Espunya acompanyat d'un pa ben tendre i una bona cervesa ben fresca
caf_06008_00566334360	Si deixes un nen en una botiga de caramels artesans acabarà empatxat de caramels
caf_09796_01740670901	Només una vegada he visitat el Gran Casino de Barcelona i en vaig sortir més pelat que una rata
caf_08001_01252070174	Aquest cap de setmana anirem a Deltebre a menjar un arròs
caf_06008_01698560331	La torre Agbar enlluerna tota la ciutat quan es fa de nit
caf_07245_00721820594	Eduard Martí és un dels actors més versàtils del panorama cinematogràfic actual
caf_06942_00360255046	La música de Bruno Mars podria fer ballar una columna
caf_06008_01092370052	A Punt per Pescar és una aplicació per lligar
caf_08001_01991026732	Saturn és una empresa dedicada al sector de l'electrònica de consum des d'electrodomèstics fins a televisors
caf_07245_01200596939	Rosa Vergés és actriu i productora
caf_07803_02142097658	La Colau i el Trias es barallen pel nom del Born Centre Cultural
caf_06042_00166895250	A quin barri de Lima vivia en Vargas Llosa
caf_07803_01985952880	Abelló Linde és conegut per distribuir gasos industrials a pressió
caf_08106_01947986656	A prop de la Nestlé
caf_09598_01933970041	Beatriz Segura sembla molt més jove del que és
caf_06008_00229150091	A Mataró hi viu molta gent de Gàmbia i no en sé el perquè
caf_08001_01800100263	Sempre escolta les notícies de TV3
caf_05450_00679922867	Ella era de Vilanova del Camí i n'estava molt orgullosa
caf_07245_00679115121	Chris Brown és un cantant de hip hop molt famós
caf_09796_00148077969	Ha comprat en línia unes samarretes a la pàgina web de Mango
caf_05739_00121242517	La Segarra és una comarca de l'interior de Lleida
caf_09204_01279500573	Encara no estic segur que m'agradi el nou single d'Ariana Grande
caf_04247_01635881538	El Tadjikistan és un dels països més pobres del planeta i històricament ha patit moltes guerres
caf_07803_01532658213	La fragància del perfum Maduixa és meravellosa
caf_03655_00198719637	La selecció anglesa de rugbi es diu Quinze de la Rosa
caf_04247_00446196859	Pel cel d'Òdena s'hi veuen sovint globus aeroestàtics
caf_06311_00636948679	Els Universal Studios de Florida són una trampa per a turistes
caf_07803_00964555190	Demà aniré a Fotoprix a fer-me les fotos per al DNI
caf_01591_00152168712	Porta una moto Honda des de fa temps i n'està contenta
caf_08001_00884504927	Des de sempre li havia agradat Ottawa
caf_03655_00293518961	És impressionant veure Daniel Sánchez Gálvez jugar al billar a tres bandes
caf_09598_02101011675	El circuit de Philip Island és un del més ràpids del món
caf_03655_02112760030	Agustí Borràs és un historiador que ha escrit alguns llibres sobre història de Catalunya
caf_05450_01221002690	Cotton On és una cadena de moda australiana
caf_05147_00096139215	A Inverness hi juguen a golf i rugbi i hi veuen cervesa i whisky
caf_06042_01761316024	Federal-Mogul és una empresa multinacional proveïdora del sector de l'automoció
caf_06008_01489423090	Montjuïc és un dels pulmons de la ciutat de Barcelona
caf_09901_00139069329	Entenc que l'Himàlaia és el nom de la serralada on hi ha l’Everest
caf_06008_00512245236	Sabeu el perquè de la cançó que diu «Tarragona m'esborrona i Constantí em fa patir»
caf_03944_02125884798	Hortensi Güell i Güell no era només un bon pintor i escriptor també era un seductor
caf_06311_00674110804	A Tres Metalls i Químics treballen amb metalls i productes químics
caf_05739_01580142471	Jaume Comelllas i Colldeforns és un conegut periodista i crític d'art
caf_06311_00596639877	Si et canvies l'assegurança amb Allianz aconseguiràs estalviar cap a finals d'any
caf_06942_00080197456	Celine Dion va cantar el tema principal de la pel·lícula Titanic
caf_01591_01422568936	Als llibres de Joan Corbella sempre apareix ell a la portada
caf_03655_00519550053	A l'aeroport de Zuric hi fan escala molts vols internacionals
caf_03944_00188632343	L'any 2005 vaig celebrar la nit de Sant Joan a Navarcles
caf_09204_01841110350	La meva mare diu que Robert Redford és l'únic ros que li sembla atractiu
caf_06311_00311665120	Seat Ibèrica no pertany al Chiquito de la Calzada
caf_03655_00836074200	La Pobla de Mafumet té una superfície molt plana
caf_02452_01611724964	Sempre m'ha costat llegir bé Josep Carner
caf_01591_01851976918	Salt és una ciutat on hi ha hagut molta immigració
caf_05147_01983134731	Va anar-se'n a Lovaina per un intercanvi durant els seus anys universitaris
caf_08001_00343198024	Té el negoci assegurat amb la companyia Manfacturing
caf_07245_01044660170	Miranda Kerr és una model australiana
caf_09796_02024532366	El seu company de classe l'Àlex va guanyar un premi en el concurs de talents
caf_09598_01947996133	El crim organitzat és un problema a la ciutat de Guatemala
caf_06008_00725305694	Sempre que puc faig escala a l'aeroport de Sydney
caf_03944_01497370579	El banc hac essa be ce ha rebut molts diners públics per al seu refinançament
caf_01591_01805015289	Romà Gubern considera els anys setanta com una de les millors referències en el món del cinema
caf_09796_00972059554	Suposo que a les indústries càrniques Montronill processen tota mena de carns
caf_08001_01770206745	Freixenet exporta la majoria del cava que produeix
caf_08106_01848925503	A Hèlsinki hi ha molts llacs
caf_01591_01124369089	Aquell costers del Segre era més bo del que m'esperava
caf_02452_00750394326	L'aeroport internacional de Kuala Lumpur és un dels nexes més importants d'Àsia
caf_05147_00609304368	El David és l'hereu de la família Güell
caf_05739_01787952951	La meva companya de classe treballa a l'Associació Nuclear Ascó Vandellòs Dos AIE
caf_08106_01644291170	Aniré a l'Aldi de més a prop
caf_08001_02134568356	El fundador del Zara és de Galícia
caf_07245_01952951053	Justin Timberlake és un artista bastant polifacètic
caf_07245_00644172298	Grace Kelly fou princesa de Mònaco
caf_03944_00814727227	El diari Sport només parla del Barça
caf_05739_01905408252	A Sant Just Desvern hi ha TV3
caf_07245_01952234817	Jessica Simpson és la germana secreta de Lisa Simpson
caf_02452_00914790028	Jon Bon Jovi va explicar l'origen real de la cançó titulada L'estiu del 69
caf_07245_01688398615	El llegat de John Lennon encara inspira les noves generacions
caf_09901_01786163258	Tot fent autoestop vaig quedar parat en reconèixer Aleix Alcaraz que em convidava a portar-me
caf_08106_00809765621	Les instal·lacions d'OMA Clariana estan pintades de blanc
caf_06008_01979078648	El 2002 va ser l'any del cavall
caf_09901_01624625270	El càtering l'hem contractat a l'empresa Catering Sensacions
caf_06942_00772961208	No sembla que passin els anys per a Maddona
caf_09796_01578071587	Lactalis Nestlé Productes Lactis Refrigerats Ibèria és un nom massa llarg per a una empresa
caf_05147_00701559331	Truca'm al noranta-tres quatre-cents quinze cinquanta-tres quaranta-dos
caf_01591_01420865989	Els supermercats Picabo són la gran competència dels Mercadona
caf_05450_00957601135	Josep Manel Busqueta és pastisser i polític
caf_09204_01618356764	Maria Sharapova és una tennista russa acusada de dopatge i posteriorment condemnada
caf_09598_01173322160	Son pare era del Montsià
caf_01591_00657170247	Els vuit mil anuncis més influents de la televisió
caf_09796_00911481759	A Sant Carles de la Ràpita hi ha molta tradició taurina
caf_03655_01786975491	Un dels personatges il·lustres de Sant Feliu del Llobregat és Joana Raspall
caf_07245_00423646108	He hagut de buscar a Google per saber qui era Andy Lau
caf_07803_01935599180	Ana de Armas cubana de naixement als seus vint-i-vuit anys és una gran actriu
caf_05739_00297921611	La central nuclear d'Hiroshima va patir un accident molt greu
caf_07803_01861992296	M'agrada la música que posen a l'aeroport de Viena
caf_05147_01676974937	La línia de Rodalies sempre para a Vilassar de Mar
caf_06008_00510718928	El pare de l'Arlet és fuster
caf_04247_01244922169	Al Baix Empordà hi ha càmpings molt recomanables
caf_09598_01159709006	Un dia t'agafaré i ja veuràs
caf_06311_01016921617	Una de les principals indústries de Súria és l'extracció de sal
caf_09901_00367221469	El pa amb tomàquet és tan reconegut que les cadenes asiàtiques tenen noms com ara TomataCat
caf_01591_01524977819	Tant de bo que els Fujimori no tornin a governar mai el Perú
caf_03655_01355479408	Quina moneda fan servir a Glasgow
caf_09796_00838847904	El vint-i-u és un joc de bàsquet
caf_06042_01808597663	Les vistes des de l'emblemàtic parc del Tibidabo són al·lucinants
caf_06311_00349352798	Anglès Tèxtil també coneguda com a Antex fa filaments sintètics
caf_06942_00779066601	Júlia Arribas interpreta el paper de Raquel a una coneguda sèrie de televisió
caf_01591_00557185352	Amaia Salamanca és una actriu prometedora
caf_04247_01721214807	Estàs ben segur que Javier Núñez Molano va particpar als Jocs Olímpics de Pequín com a nedador
caf_06008_01746040046	A Sant Joan de les Fonts vaig passar la nit al ras
caf_09598_01957761360	Aleix Espargaró és un pilot de motos i és germà de Pol Espargaró que també és pilot
caf_08106_00861620367	L'església romànica de Sant Joan Baptista de la Torre de Claramunt està molt ben conservada
caf_02452_01715470592	Nirvana va marcar tota una generació
caf_06942_00846295355	Recordo Radio Futura com la música que vaig escoltar la meva primera nit boja a Barcelona
caf_06942_00342264152	Norbert Jonàs és una icona gay
caf_08001_00890252361	Miquel Roca i Junyent ha estat l'advocat de la infanta en el cas Nóos
caf_08106_00012383966	F Faiges produeix olis d'oliva
caf_06942_01069049938	Vigo Mortensen parla un espanyol molt correcte
caf_04247_00762451564	Caterina Albert va fer ús del pseudònim Víctor Català per publicar les seves novel·les
caf_05739_00854404543	L'oficina d’Intel a Barcelona va tancar fa uns quants anys
caf_09796_00348620810	Té un veler i està navegant pel golf de Bengala
caf_06311_00271049554	Aquest tren només arriba fins a Arenys de Mar per anar a Canet espera el següent
caf_07803_01015787836	Quan llegia poesia Feliu Formosa era un dels meus autors preferits
caf_01591_00282828526	La Festa Major de Pallejà és força divertida
caf_04247_01930501507	Francesc Bartrina poeta reusenc va publicar les seves primeres poesies quan tenia tretze anys
caf_06311_01833770637	Casa Ametller ofereix uns preus molt competitius
caf_01591_01451063926	Els de Critèria Caixaholding gestionen les inversions de La Caixa
caf_09204_00140896602	Demi Lovato té molt bona veu i també és molt guapa
caf_09796_01042975575	Al Compàs sempre compro les llibretes de laboratori i els bolígrafs vermells
caf_06042_01491134716	A l'Aràbia Saudita els homes porten túniques blanques
caf_06311_00519584899	Tinc una samarreta Diesel dels anys noranta
caf_09796_02139238412	Lleida és a la comarca del Segrià
caf_08106_01956555110	Les torres Petronas de Kuala Lumpur són les més altes del món
caf_06008_00422726847	A Terrassa hi ha cap discoteca
caf_08106_00159562646	La senyoreta Joana tenia molta paciència
caf_09796_01600255365	Els embotits Monter els fan a Girona
caf_06942_01896776505	La meva germana de gran volia ser com la Maria Carey
caf_06008_00560213762	A la revista Playboy ja no hi surten dones despullades
caf_09204_01298594171	Sempre miro el programa de Quim Masferrer abans d'anar a dormir
caf_09598_00425125865	La petroquímica Total és d’origen francès
caf_09598_01990640134	El meu primer treball com a químic va ser als laboratoris de recerca de Ferrer Internacional
caf_08106_00470241443	Com puc fer-me la targeta del Club Súper 3
caf_06942_01077926977	Jennifer Lopez ha sabut barrejar música i cine d'una manera molt aconseguida
caf_06042_00662632173	No sé amb quins pneumàtics corren amb la moto GP si amb Dunlop o amb Pirelli
caf_01591_00776988042	M'agrada com Jordi Arcarons conduïa la seva moto
caf_05147_01357362743	El Dràcula és de Romania i a Transsilvània hi ha bruixes
caf_02452_00698665915	A la Sara li encantava Cristina Aguilera
caf_01591_00369777388	Gallina Blanca ven brou en brics
caf_05739_00118155492	Quant són mil euros en dòlars
caf_03655_01836930218	L'Aina Clotet és una actriu catalana filla del doctor Bonaventura Clotet
caf_08001_00730738700	Tots els serveis de Mapa Ibérica es destinen a Espanya
caf_07803_01071677472	Van anar a Camprodon a veure la fàbrica de galetes però no es van parar a fer una foto al pont
caf_06008_01192910527	A l'aeroport de Barcelona s'hi arriba amb la nova línia de metro
caf_05739_00442297209	Preparàvem els exàmens de juny a casa d'un amic de la Palma de Cervelló
caf_06042_01621714451	Tarragona m'esborrona i Constantí em fa patir
caf_08001_00973953645	L'obra que m'agrada més d'Àngel Guimerà és Mar i Cel
caf_06311_00295574432	La Noguera és el nom d'un riu i d'una comarca
caf_02452_02077743286	Michael Jordan és propietari dels Los Ángeles Lakers
caf_01591_01068056275	Les Garrigues podrien ser Patrimoni de la Humanitat
caf_09204_00296706819	Janet Jackson ha sabut mesclar música negra i pop-rock com poques del seu temps
caf_09204_01920725855	Novak Duran és una mica massa pallasso
caf_06008_01454604436	Haití va patir un terratrèmol fa cinc anys
caf_07803_00083156375	Houston tenim un problema
caf_03655_00912494034	El corrent del golf de Mèxic escalfa les costes noruegues
caf_02452_01878625066	Amir Khan en canvi és un boxejador anglès
caf_09796_00650710809	Tinc previst retirar-me el 2023
caf_04247_01624835248	Conxita Puig és una psiquiatra i psicòloga clínica especialitzada en nens adolescents i joves
caf_07245_00717763940	A mi qui més m'emociona amb els seus balls exòtics és Salman Khan
caf_05739_01532802572	El circuit d'Assen és als Països Baixos
caf_08106_00950038761	Has de visitar les coves de salnitre de Collbató
caf_09796_01140621753	A Èlics Polímers Societat Limitada fan molts productes diferents de plàstic
caf_06311_01467551129	Repsol és una de les petrolieres més grans i amb més poder del món
caf_07803_01095429123	La Generalitat ha demanat un informe a Indústries Químiques del Vallès
caf_09796_01576840963	Publiquen la revista cada quinzena
caf_04247_00888533468	La revista Cuore només la llegeixen dones
caf_03944_01940354372	Trenta quaranta l'ametlla amarganta
caf_05147_01693702947	Vam quedar per menjar un entrepà al Viena
caf_09796_00461174990	A Mediamarket tenen una bona oferta de televisors
caf_06042_00666528227	Un dels marquesats més coneguts de Catalunya és el de Sentmenat
caf_07803_01445610911	Oxford University Press li publicarà una versió anglesa de la seva novel·la
caf_09901_00461348704	Canal 33 ha canviat molt els últims deu anys
caf_09598_00009688190	Quin és el carrer principal d'Albatàrrec
caf_02452_01328539074	Ryan Reynolds ho fa molt i molt bé a l'última pel·lícula de superherois
caf_09598_01204144685	Vaig anar a celebrar el meu aniversari a l'Hotel Miramar de Llançà
caf_04247_01626274086	A la Vall d'Aran hi esquien el rei i les infantes
caf_07803_01763559093	Oxford rivalitza amb Cambrige per la seva universitat
caf_03944_00297813317	Es fabricava vidre a Vidreres
caf_04247_01514598667	El tren pinxo de Banyoles és el més bonic que hi ha
caf_09598_00568915130	Albert Jané un destacat gramàtic és conegut també pel seu encert en la versió catalana d’Es barrufets
caf_01591_01310866287	Estan bevent unes San Miguel Selecta a la sortida de la universitat
caf_08106_00346234898	Em pots recomanar un bon restaurant a Ponts
caf_06042_00950085903	Les visites al Parc Nacional de les Galàpagos estan molt restringides
caf_06942_00222603815	Miquel Thió és conegut per haver cantat al grup Batalletes
caf_07245_01976222447	Del Brasil han sortit algunes de les més grans models dels nostres temps com ara Alessandra Ambrosio
caf_05147_01426435118	Hem estat esquiant a Tavascan i ens hem allotjat al refugi de la Pleta del Prat
